,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y
7929,6209.53,2661.15,0.42855,58.7503,866279.3853,112.931,2590.1,57.0,41.0548,12.949000000000002
7930,6394.37,2237.24,0.34986999999999996,75.3604,864054.1799,96.5053,3209.77,55.0,38.2135,1.285
7931,6807.54,2210.54,0.32471,71.9382,958578.618,89.124,2966.62,78.0,39.2844,10.101
7932,7978.43,3201.74,0.40129000000000004,92.8349,1161077.442,121.73899999999999,3406.55,55.0,32.7868,12.714
7933,6286.52,849.48,0.13512000000000002,54.2405,896729.9311,68.6096,2547.73,48.0,41.4538,15.264000000000001
7934,4485.0,808.76,0.18032,42.69600000000001,597885.8671,51.6064,2719.21,11.0,42.6194,10.364
7935,21011.5,6173.89,0.29383000000000004,256.71299999999997,2874320.0110000004,295.022,5814.97,214.0,22.9033,5.651
7936,15399.7,4100.78,0.26628,186.86900000000003,2176120.5719999997,224.332,5678.87,70.0,23.112,1.68
7937,6761.78,2215.17,0.3276,80.8863,920103.5808,91.0234,3152.92,59.0,46.5464,1.694
7938,8441.41,3826.29,0.45327,66.7805,1236542.674,122.12100000000001,4118.58,36.0,34.7508,10.700999999999999
7939,9222.63,2786.23,0.3021,88.0721,1296186.711,140.936,3791.18,7.0,35.5393,2.142
7940,11243.0,3775.34,0.33579000000000003,126.89299999999999,1575292.7130000002,178.89,4184.89,46.0,31.041,2.05
7941,13137.8,3016.19,0.22958,151.987,1908573.2219999998,194.989,5105.47,72.0,27.4951,9.551
7942,9809.01,3567.0,0.36364,67.5887,1429552.269,126.652,3085.66,59.0,38.6296,11.829
7943,14778.6,4790.81,0.32416999999999996,191.458,2059752.083,250.68599999999998,4464.24,26.0,30.0476,3.083
7944,12008.4,3461.41,0.28824,133.656,1686885.54,161.667,4460.55,55.0,30.6487,3.766
7945,9951.94,2498.46,0.25105,105.197,1420253.9719999996,152.911,3952.58,44.0,33.2257,1.6909999999999998
7946,7562.22,3177.37,0.42016000000000003,65.2669,1119644.925,108.774,3472.71,30.0,38.5154,2.532
7947,7822.68,2470.48,0.3158,75.6986,1074390.357,108.19200000000001,3729.3,83.0,34.9006,12.798
7948,11055.7,2431.03,0.21988000000000002,147.113,1557991.958,176.007,4588.1,55.0,30.0976,0.877
7949,9195.36,1999.78,0.21746999999999997,102.921,1289399.086,136.618,3627.18,20.0,33.0396,1.5090000000000001
7950,22729.2,5381.01,0.23674,315.556,3126452.615,399.964,6231.35,147.0,19.8315,0.9990000000000001
7951,8029.6,1729.12,0.21534,77.9293,1145353.356,109.79700000000001,4060.92,100.0,34.8486,0.909
7952,9821.47,3727.66,0.37954,69.4675,1406639.29,133.334,4872.33,64.0,31.2924,14.424000000000001
7953,6834.47,1798.92,0.26321,62.1528,946397.4352,78.9189,3240.57,43.0,38.3017,12.583
7954,7067.03,1910.59,0.27035,63.6446,1028273.814,81.8322,4732.85,45.0,36.2752,12.859000000000002
7955,11296.2,3545.35,0.31385,111.23200000000001,1544275.015,175.521,4402.23,69.0,32.0115,1.26
7956,10846.9,3543.34,0.32666,72.9231,1522819.218,149.958,3913.7,32.0,36.8979,14.687999999999999
7957,6311.93,2111.75,0.33455999999999997,65.4602,813631.0189,102.635,3161.76,69.0,37.8368,14.827
7958,7890.86,2231.39,0.28278000000000003,49.5705,1091927.638,110.755,3035.35,15.0,40.1735,15.493
7959,9199.48,3282.81,0.35684,107.428,1287907.972,132.395,3601.5,21.0,35.3066,3.858
7960,6930.16,3031.54,0.43743999999999994,52.6444,965843.696,107.008,2647.0,77.0,40.1129,15.213
7961,9479.34,4021.91,0.42428,97.448,1352749.118,134.35,3340.2,129.0,33.5533,16.747
7962,14249.8,3835.13,0.26913000000000004,191.58599999999998,1925545.784,217.82299999999998,4636.69,179.0,28.5918,1.9580000000000002
7963,6711.11,2265.5,0.33757,56.2735,951690.7188,88.5029,4562.91,23.0,39.3656,10.664000000000001
7964,9030.13,1980.89,0.21936,95.352,1283721.4,116.10600000000001,3820.14,52.0,35.0054,2.822
7965,8434.65,2601.61,0.30844,77.1691,1137917.1770000001,104.811,3647.37,56.0,35.7658,8.033999999999999
7966,4247.65,1479.76,0.34836999999999996,34.6515,590620.4981,59.9271,1873.33,50.0,44.1004,12.015
7967,8303.01,2531.51,0.30489,73.7755,1135082.983,111.79,3952.28,75.0,36.361999999999995,15.389000000000001
7968,6386.43,1885.73,0.29527,51.5279,917483.885,88.9775,3061.93,56.0,40.1141,1.607
7969,23570.1,5708.46,0.24219000000000002,315.952,3250498.421,400.505,6231.52,145.0,19.8103,0.93
7970,5899.77,919.01,0.15577,50.8391,833479.3584,68.7024,2665.97,1.0,42.0566,1.325
7971,14440.7,4286.51,0.29683000000000004,181.476,2000206.939,246.00900000000001,5412.09,154.0,24.2755,1.746
7972,9643.45,2953.3,0.30624,97.7906,1344426.8169999998,131.134,4371.05,112.0,34.3084,17.264
7973,5541.83,1502.43,0.2711,53.7662,770782.6562,73.5731,3102.99,45.0,40.2868,14.32
7974,9589.77,2937.56,0.30632,81.92299999999999,1335535.422,129.746,4075.48,90.0,35.2426,14.212
7975,4049.15,1189.58,0.29378000000000004,34.8915,551675.3486,51.3494,1389.8,30.0,44.456,11.323
7976,9644.83,2471.32,0.25623,107.34700000000001,1371117.7280000001,153.986,3819.19,15.0,34.1829,0.568
7977,7424.66,1508.58,0.20318,78.8747,1004629.7220000001,93.2396,3299.55,33.0,38.5125,19.322
7978,4504.01,834.45,0.18525999999999998,40.4435,599255.3914,55.8799,2586.23,21.0,43.3684,5.043
7979,8125.81,2826.65,0.34786,84.9271,1094352.615,128.511,3554.17,21.0,36.2668,13.729000000000001
7980,9103.46,3156.88,0.34676999999999997,79.3131,1255931.919,126.015,3825.91,64.0,38.6994,10.615
7981,6288.74,2571.07,0.40883,59.5583,836219.4504,109.16799999999999,3340.97,58.0,38.4529,11.897
7982,19629.8,6854.68,0.34919,183.982,2694683.229,263.122,4444.53,125.0,30.4556,7.186
7983,6100.54,1406.98,0.2306300000000001,68.0734,852329.2896,76.0157,2835.9,74.0,39.4495,7.102
7984,6390.58,1339.49,0.2096,58.3675,878513.7947,86.2511,2799.7,17.0,40.6747,0.953
7985,7005.31,2892.24,0.4128600000000001,56.5235,957803.6125,99.5856,2973.21,61.0,40.0981,13.084000000000001
7986,26576.6,7461.46,0.28075,335.13,3613641.3639999996,430.45,6421.99,150.0,19.8461,2.4419999999999997
7987,9723.05,2082.72,0.2142,104.86399999999999,1372820.2030000002,139.476,4292.64,47.0,32.4861,1.0290000000000001
7988,6990.49,2298.66,0.32882,52.53100000000001,947541.5397,94.3902,3194.98,40.0,40.2645,13.452
7989,15156.5,5263.81,0.34729,118.87,2028679.717,226.775,5010.18,83.0,28.5259,17.811
7990,22931.7,6883.94,0.30019,306.314,3199611.375,353.80300000000005,6321.65,102.0,17.7224,3.761
7991,7620.9,1968.53,0.2583,53.5086,1042084.785,92.8074,2970.17,36.0,38.3403,18.079
7992,11056.5,3057.52,0.27653,94.85700000000001,1538834.864,139.113,4202.05,142.0,35.1467,7.956
7993,7681.49,2130.54,0.27736,70.9157,1072099.83,106.073,3366.58,24.0,37.1291,12.520999999999999
7994,8097.37,3020.61,0.37303000000000003,67.9408,1102937.169,117.17,3493.96,52.0,39.0815,14.855
7995,12786.7,3837.78,0.30013,145.97799999999995,1752059.725,195.61599999999999,4584.12,38.0,31.3905,2.62
7996,10481.9,3409.98,0.32532,49.4359,1410675.614,144.292,4457.13,109.0,35.3465,13.902999999999999
7997,5748.05,1204.92,0.20961999999999997,57.0515,774970.1818,70.5499,3183.46,20.0,46.5464,0.0
7998,9155.09,3098.94,0.33849,73.4861,1234022.378,126.395,3568.08,115.0,37.1574,13.786
7999,5743.75,2168.83,0.37759000000000004,33.6732,819665.5567,76.81,2747.26,31.0,42.6894,2.094
8000,15234.7,6039.64,0.39643,153.916,2120918.6980000003,235.19400000000002,5230.92,66.0,27.9638,16.163
8001,11434.4,4519.84,0.39528,107.98299999999999,1659504.987,167.873,4489.34,89.0,31.3109,4.553999999999999
8002,12886.7,4500.99,0.34926999999999997,162.708,1788152.459,220.542,4802.51,121.0,28.5195,3.5580000000000003
8003,6312.65,1389.93,0.22018000000000001,58.0627,870205.4042,81.5519,2899.09,19.0,39.9207,1.656
8004,11291.7,3278.85,0.29036999999999996,129.137,1552649.039,148.69299999999996,4919.5,74.0,29.4908,3.7430000000000003
8005,10670.9,3650.31,0.34208,95.9775,1503589.5980000002,144.378,4618.63,107.0,31.8143,16.217
8006,4798.15,1187.51,0.24749000000000002,50.4745,674881.9149,83.5326,2678.7,47.0,42.5692,11.985
8007,18936.6,6303.03,0.33284,259.249,2551543.403,328.4290000000001,5776.72,318.0,20.9981,2.905
8008,10407.0,2554.78,0.2454800000000001,98.1753,1438440.354,126.09899999999999,4555.51,57.0,31.8817,8.781
8009,3547.62,1409.92,0.39742,27.2921,479001.5786,45.4878,1448.57,5.0,45.3471,4.457
8010,7569.73,1891.02,0.24981,84.7001,1066333.752,111.29899999999999,3854.43,94.0,34.8365,4.8469999999999995
8011,4641.48,1451.21,0.31266,43.9928,632926.172,61.4086,1892.07,14.0,43.5871,2.101
8012,10257.0,2657.92,0.25913,96.0725,1462474.3069999998,140.24,3637.18,117.0,35.6873,1.87
8013,15390.8,4840.51,0.3145,143.401,2142645.51,295.842,7597.24,126.0,30.5224,10.925999999999998
8014,8336.14,2403.63,0.28833000000000003,97.1711,1146261.751,141.089,3246.65,17.0,36.6524,1.55
8015,9184.0,2516.44,0.27399999999999997,66.3185,1266254.981,133.808,3609.95,31.0,34.0474,3.575
8016,9858.16,2885.58,0.2927,89.2062,1404978.499,144.144,4092.82,4.0,34.4931,2.307
8017,4716.83,1872.69,0.39702,22.9429,647240.6638,68.0827,1950.67,32.0,44.5795,12.304
8018,9561.45,2513.55,0.26288,105.47200000000001,1328463.346,159.616,4256.25,53.0,46.5464,2.6519999999999997
8019,13714.6,5176.08,0.37740999999999997,156.083,1933021.174,215.604,5452.06,36.0,27.105,11.047
8020,8392.08,2096.69,0.24984,74.6349,1161404.053,97.6373,4029.44,19.0,34.2528,1.996
8021,17068.6,5318.27,0.31158,194.84099999999998,2335557.102,276.065,5298.36,95.0,26.1293,6.651
8022,9597.53,3040.37,0.31678,88.38799999999998,1372955.427,134.015,3566.98,17.0,35.7343,3.516
8023,12385.6,4169.76,0.33666,151.964,1700647.63,164.514,5131.95,36.0,28.8671,4.166
8024,8075.13,2778.51,0.34408,75.4694,1091762.99,112.152,3655.19,79.0,36.0429,3.8089999999999997
8025,10796.5,3542.38,0.3281,90.49600000000001,1471576.5119999999,148.266,4168.13,127.0,32.9226,3.949
8026,6457.98,1440.02,0.22298,72.7697,866587.5781,90.46,3394.61,75.0,38.0026,2.011
8027,16121.4,5702.48,0.35372,158.764,2301117.477,192.40099999999998,5432.61,46.0,25.1435,15.937999999999999
8028,5265.92,1804.17,0.34260999999999997,32.4578,742784.5026,67.3237,2634.23,50.0,42.2124,12.812000000000001
8029,5993.05,1396.57,0.23303000000000001,83.4353,818027.4736,81.2305,3207.11,45.0,39.0948,10.505999999999998
8030,13478.5,4483.24,0.33261999999999997,179.60299999999995,1871830.187,238.68900000000002,4383.88,14.0,30.3301,3.219
8031,11489.7,2763.67,0.24053000000000002,130.653,1584520.168,151.309,3942.12,19.0,33.3868,3.7230000000000003
8032,6699.59,2953.1,0.44078,81.7863,820813.8584,125.266,2128.15,116.0,41.1722,5.602
8033,11531.9,3971.73,0.34441,104.927,1621932.994,158.298,6519.29,99.0,32.0906,15.527000000000001
8034,9459.97,3535.53,0.37373,95.73899999999999,1293569.892,146.316,3792.1,79.0,36.9593,1.831
8035,5347.56,1495.1,0.27958,48.4896,738624.5339,76.2233,2361.15,81.0,41.762,14.925999999999998
8036,10419.6,2170.84,0.20834,121.385,1427910.731,166.269,3880.56,50.0,33.2522,1.639
8037,11129.8,3375.2,0.30325,112.184,1604321.6840000001,138.151,3893.49,55.0,34.7192,1.787
8038,7305.38,1671.73,0.22883,68.328,1026992.8620000001,74.8005,3316.53,19.0,38.6977,12.373
8039,6591.14,2107.11,0.31968,68.7904,925930.0254,91.7587,2934.19,22.0,39.5664,12.137
8040,5501.68,1840.24,0.33448,35.8686,788208.5574,68.0265,2112.3,29.0,42.6373,12.755
8041,6853.45,2059.39,0.30048,63.449,956172.301,95.6938,3514.94,56.0,36.7796,11.285
8042,6451.37,2033.31,0.31517,62.992,924200.5472,85.9918,3419.6,42.0,36.0492,14.668
8043,21132.8,6699.36,0.31701,239.838,2904415.702,344.42699999999996,5712.64,208.0,21.5339,4.5280000000000005
8044,8353.41,2129.75,0.25495,102.07600000000001,1153601.138,119.538,3475.5,35.0,34.8543,8.437999999999999
8045,5537.08,1385.7,0.25025,57.8935,720019.4969,92.5484,3562.3,15.0,40.1914,3.963
8046,7576.06,2108.0,0.27824,62.4062,1040309.801,101.083,3196.87,49.0,37.422,6.742999999999999
8047,7379.32,2515.87,0.34093,76.2432,1022914.815,104.18700000000001,3748.72,27.0,36.1927,2.089
8048,6460.31,2415.23,0.37385,40.4699,872242.6738,107.948,2079.2,19.0,41.8454,16.49
8049,6342.71,1539.77,0.24276,69.2578,906998.9504,76.4867,3063.48,13.0,37.6398,14.85
8050,9879.29,2947.01,0.2983,100.919,1351086.541,148.906,4086.31,117.0,33.0008,4.591
8051,20102.4,6303.8,0.31358,246.25599999999997,2787782.153,327.212,5458.56,75.0,23.6858,3.4819999999999998
8052,6577.84,1610.33,0.24481,65.8291,905158.2636,73.922,2746.19,51.0,40.3758,8.441
8053,11848.1,2876.32,0.24276,142.059,1650949.591,197.06,4047.67,69.0,32.7065,1.939
8054,7871.06,3172.8,0.40309,62.333,1105061.658,130.254,3360.61,51.0,37.7307,14.543
8055,7003.28,1487.69,0.21241999999999997,56.3954,956753.7687,85.6564,2713.99,26.0,40.7374,4.675
8056,7788.29,2893.03,0.37145,60.9478,1089454.586,109.749,2901.57,55.0,39.3237,7.2360000000000015
8057,6802.56,3064.91,0.45055,66.431,932850.8269,94.5267,3398.7,34.0,38.0968,12.225
8058,14526.3,4642.04,0.31956,179.423,2107889.434,246.77599999999998,4973.03,88.0,22.9669,19.948
8059,5897.24,1881.18,0.31899,70.1236,815776.4691,87.3713,3049.3,35.0,40.1717,1.646
8060,6417.59,2130.73,0.33200999999999997,77.8281,862958.2254,94.6721,3196.63,66.0,38.6579,1.555
8061,7958.14,2278.38,0.28629,64.9724,1098507.088,108.167,3304.25,28.0,38.1449,6.34
8062,4999.53,1196.67,0.23935,42.5684,714462.9023,61.7906,2247.78,11.0,46.5464,2.735
8063,4701.09,1708.37,0.36339,31.4939,664100.4204,60.9597,2196.06,41.0,43.6741,6.545
8064,13632.4,4319.94,0.31688,155.85399999999996,1947601.42,208.62400000000002,5253.33,86.0,26.9544,4.166
8065,14320.0,5472.84,0.38218,127.305,2038762.08,221.72799999999998,5173.98,62.0,26.5027,11.577
8066,7500.35,2875.48,0.38337,64.3899,1095752.341,98.9985,3222.27,30.0,38.8226,1.278
8067,5323.63,1534.27,0.28819,46.0409,771767.0559,67.7246,2618.7,43.0,42.4275,8.054
8068,12318.6,2523.64,0.20486,150.493,1676780.465,193.993,4861.05,139.0,29.8583,0.631
8069,12163.8,3947.53,0.32453000000000004,133.969,1695795.4740000004,187.3,4714.58,81.0,46.5464,3.9810000000000003
8070,8603.08,2171.79,0.25244,83.446,1214882.338,111.305,4708.06,24.0,32.9827,1.9969999999999999
8071,8394.61,2432.71,0.28979,93.5105,1107468.269,107.57799999999999,3701.2,23.0,37.4495,11.655999999999999
8072,9189.91,2442.58,0.26578,87.2776,1279981.591,120.73700000000001,3769.77,3.0,35.8106,10.325999999999999
8073,7887.83,2304.49,0.29215,69.7834,1097989.053,111.007,3363.09,32.0,36.0875,4.059
8074,9651.94,3692.25,0.38253000000000004,78.2302,1345835.9430000002,148.35,4244.89,26.0,33.1709,19.003
8075,4720.12,1700.47,0.36025,46.1745,664436.2966,64.4252,2482.53,49.0,41.8175,10.556
8076,17188.6,4921.58,0.28631999999999996,238.209,2370903.452,306.563,5239.6,205.0,23.7256,5.167000000000002
8077,13940.9,3926.83,0.28167,134.25,1950696.0369999998,181.05700000000002,4730.55,79.0,30.388,3.4360000000000004
8078,11037.6,2420.88,0.21933000000000002,122.363,1489504.302,156.142,3678.89,18.0,34.5746,2.164
8079,8132.41,2292.66,0.28191,79.7765,1141625.0159999998,112.99,3821.72,45.0,36.5845,1.225
8080,14603.7,2826.4,0.19353,168.113,2037510.619,238.12900000000002,4835.6,83.0,27.7187,2.7510000000000003
8081,5621.27,1270.69,0.22605,41.9541,761399.4809,76.5595,3018.39,35.0,40.1219,14.889000000000001
8082,11340.3,2775.02,0.2447,151.836,1563191.073,191.75900000000001,4062.49,64.0,34.5715,1.963
8083,9540.59,2905.69,0.30456,101.162,1322215.1609999998,131.79399999999998,3910.46,22.0,35.2567,2.215
8084,5274.49,1309.79,0.24831999999999999,41.8047,734831.2276,78.9285,2724.78,23.0,41.3848,13.550999999999998
8085,9050.77,2706.64,0.29905,123.65899999999999,1189029.844,176.10299999999995,4335.07,98.0,32.4843,16.799
8086,6676.59,1287.04,0.19276,50.1332,931793.3007,76.8408,2820.21,4.0,42.4552,10.565999999999999
8087,8690.21,4107.8,0.47268999999999994,56.2934,1052116.716,169.442,2381.36,68.0,40.6152,17.278
8088,6478.33,2582.72,0.39866999999999997,33.8532,859801.4858,98.0838,3006.48,40.0,39.7236,13.838
8089,5690.85,1405.61,0.24699000000000002,47.2847,804751.2602,61.0073,2450.35,10.0,41.6317,2.2769999999999997
8090,14618.4,4943.67,0.33818000000000004,185.738,2046637.389,260.575,5397.45,152.0,24.921,1.3780000000000001
8091,7567.33,3297.88,0.4358,67.0208,1069465.742,115.50399999999999,3758.08,78.0,35.3999,18.087
8092,4862.39,1764.72,0.36293000000000003,52.35,672472.1014,72.4027,2472.66,30.0,41.672,7.979
8093,6931.69,2266.56,0.32698,61.4929,983276.6717,95.6758,3312.69,43.0,38.7026,12.647
8094,17307.9,5687.07,0.32858000000000004,198.888,2407294.05,237.91,5612.22,161.0,22.9519,2.557
8095,9218.55,3334.96,0.36175999999999997,76.0205,1258537.127,132.03,3903.68,96.0,33.8806,8.238
8096,8347.62,2374.75,0.28448,67.1897,1107478.368,104.42,3935.5,21.0,34.0381,12.561
8097,13100.6,5416.06,0.41341999999999995,99.4743,1791950.9019999998,208.50799999999998,4190.68,31.0,29.7442,19.949
8098,17484.0,5330.03,0.30485,210.905,2437285.6569999997,248.179,4654.79,87.0,28.5157,4.138
8099,23554.1,5580.6,0.23692,313.233,3232298.847,396.431,6273.52,141.0,19.7226,0.977
8100,15312.1,4252.84,0.27774,185.8,2135578.736,221.09900000000002,5653.0,139.0,22.5838,0.976
8101,14385.6,4480.9,0.31148000000000003,137.407,2006687.236,210.27599999999998,4859.55,59.0,28.7564,3.682
8102,8175.78,2437.56,0.29814,89.0448,1084035.1609999998,119.87100000000001,5517.95,28.0,38.2276,5.7520000000000024
8103,9006.71,2287.6,0.25398000000000004,99.8184,1248556.277,130.649,3532.09,11.0,36.5898,1.32
8104,7188.11,2185.89,0.30409,65.5512,1012504.105,110.40899999999999,3100.38,12.0,39.5718,13.97
8105,9689.82,2548.5,0.263,107.075,1365058.2719999999,148.592,4446.78,48.0,33.4046,3.5789999999999997
8106,12051.6,3372.19,0.27981,171.298,1658674.801,199.61,4787.36,61.0,28.1906,2.886
8107,7499.44,1976.78,0.26359,72.0917,1004056.122,97.5307,3389.83,82.0,37.2411,2.69
8108,4357.55,1551.23,0.35598,34.689,600948.5144,55.0709,1442.93,51.0,43.5816,10.735
8109,13120.9,4105.2,0.31287,156.231,1816457.0080000001,171.268,4798.8,35.0,28.5929,17.019000000000002
8110,8404.23,2155.17,0.25643,85.7155,1173128.644,116.96700000000001,3877.93,42.0,35.0151,6.4179999999999975
8111,11100.2,4203.54,0.37869,133.067,1510959.757,170.584,4893.04,79.0,26.8928,4.189
8112,18338.2,5336.39,0.29099,259.137,2488587.386,302.496,5292.18,224.0,24.7369,5.276
8113,7042.67,2175.57,0.30891,72.7245,951911.5483,97.8691,3026.75,117.0,38.6789,2.3280000000000003
8114,6411.38,2122.13,0.33099,59.2348,859515.1187,101.07799999999999,2724.62,52.0,40.7685,8.072000000000001
8115,9802.63,2048.54,0.20897,118.734,1397745.49,145.65200000000004,4353.58,40.0,31.4336,3.0989999999999998
8116,8488.1,2233.01,0.26306999999999997,87.4562,1161456.058,129.185,3593.67,46.0,36.1991,4.967
8117,7771.84,3008.38,0.38708000000000004,58.31399999999999,1121341.56,114.88799999999999,4982.36,23.0,37.5297,13.402000000000001
8118,11003.5,4260.17,0.38716,81.2209,1542223.3869999999,159.626,4579.05,85.0,31.8315,17.829
8119,5346.35,1319.21,0.24674000000000001,48.7312,680119.6629,75.3847,2331.56,22.0,42.7258,3.352
8120,7266.64,2143.32,0.29495,75.456,991827.1678,114.454,3064.86,82.0,39.0477,0.701
8121,8960.62,2036.69,0.22729000000000002,102.54799999999999,1248153.118,133.695,3571.51,18.0,34.545,1.2109999999999999
8122,12839.2,3413.92,0.26589,154.964,1780016.2969999998,180.919,4577.12,20.0,30.185,2.529
8123,8552.47,2837.43,0.33176,65.4194,1139767.235,118.556,4051.7,78.0,36.8214,10.985
8124,8134.42,2313.99,0.28446,74.4476,1148613.197,106.883,4054.45,16.0,36.0973,5.7520000000000024
8125,4459.44,1856.86,0.41638000000000003,37.5998,623308.9598,62.978,1550.95,46.0,43.8839,2.2119999999999997
8126,9161.56,3499.87,0.38201,86.8314,1276464.807,137.526,3428.35,13.0,34.3126,15.936
8127,7447.8,2538.32,0.34081,68.9936,1049123.38,97.4382,3501.84,57.0,36.8755,15.349
8128,4966.1,1648.07,0.33186,38.6046,703039.7778,68.2873,2489.17,49.0,41.4103,11.562000000000001
8129,16863.7,4673.68,0.27714,172.043,2440220.522,230.935,5110.33,206.0,26.4684,12.332
8130,11778.6,3216.12,0.27304,101.43799999999999,1645887.989,140.386,5241.57,32.0,25.8004,17.991
8131,8659.57,1809.53,0.20895999999999998,72.9464,1152149.793,119.331,3180.93,48.0,35.6502,13.63
8132,6769.17,1948.16,0.28779,63.0692,961872.3576,80.2188,3701.04,42.0,40.6652,17.85
8133,9131.12,2090.95,0.22899,102.545,1275689.758,121.68700000000001,3845.88,28.0,46.5464,0.0
8134,4377.11,1458.42,0.33319,35.0303,602062.7253,54.7054,1441.37,19.0,44.2935,1.6580000000000001
8135,14958.5,3828.99,0.25597,191.592,2114837.637,211.148,5699.27,67.0,27.4232,1.3230000000000002
8136,17454.7,5281.47,0.30258,238.745,2414419.37,283.07599999999996,5665.62,217.0,21.8102,3.56
8137,6599.35,2304.21,0.34915,59.1738,914837.4137,98.1904,3483.48,79.0,37.8348,2.208
8138,5645.39,2561.13,0.4536600000000001,72.0558,811331.0909,130.526,3768.8,79.0,38.2038,16.043
8139,6468.92,1765.58,0.27293,60.5383,896111.365,83.5685,2665.95,10.0,40.0517,13.357999999999999
8140,8126.8,2885.6,0.35507,65.7445,1146309.86,118.596,3936.82,15.0,35.9664,14.727
8141,5965.56,1666.2,0.2793,60.1226,854387.5317,74.0631,3257.12,45.0,40.5315,10.564
8142,7156.23,2373.62,0.33168000000000003,67.4284,961417.5065,98.8316,3122.11,18.0,40.1836,1.7180000000000002
8143,13469.7,3562.23,0.26446,194.03099999999998,1831538.128,209.395,4590.83,179.0,28.7543,1.919
8144,8430.63,2162.11,0.25645,95.441,1146427.325,109.255,4358.82,97.0,33.1375,3.4560000000000004
8145,13088.4,2936.59,0.22436,99.1522,1769539.201,290.81,4539.2,175.0,31.0642,20.789
8146,5225.94,1333.82,0.25523,51.1489,684686.7477,84.1237,3251.34,19.0,40.5126,1.926
8147,7699.47,2585.57,0.33581,86.9688,1065619.346,149.293,3930.64,38.0,35.9629,16.25
8148,14466.2,3932.6,0.27184,213.15599999999998,1978927.3490000002,260.199,5077.39,167.0,25.4537,2.866
8149,11118.1,3661.55,0.32933,125.70700000000001,1491005.885,172.055,4167.05,45.0,33.0381,2.449
8150,5280.87,1782.94,0.33762,32.8431,753029.9964,68.3585,2315.51,43.0,43.3604,9.107999999999999
8151,8039.25,2297.18,0.28574,87.4432,1110305.534,113.54,3103.93,21.0,37.6598,0.5770000000000001
8152,8139.66,1524.79,0.18732000000000001,76.2294,1161440.182,92.7364,3773.78,19.0,35.0738,1.8330000000000002
8153,9051.31,2740.25,0.30274,81.4157,1233289.25,131.326,3611.38,95.0,35.6863,3.0210000000000004
8154,21046.9,6651.84,0.31604,261.498,2920344.6089999997,323.765,5782.8,72.0,22.6675,3.36
8155,16100.0,5709.73,0.35464,185.06799999999998,2205605.318,260.21,4982.69,99.0,28.6247,12.424000000000001
8156,7921.36,2641.06,0.3334,67.4358,1144460.08,96.14299999999999,3237.09,48.0,39.6079,17.070999999999998
8157,13048.8,4621.65,0.35418,154.672,1827648.4740000002,176.476,5085.09,36.0,27.1592,5.0489999999999995
8158,10805.5,3581.62,0.33146,89.4352,1529302.231,159.893,4199.0,25.0,35.8353,5.232
8159,4755.59,1501.88,0.31581,45.5575,657104.9402,54.9191,1820.45,19.0,43.4151,5.186
8160,14194.2,3039.2,0.21411,170.833,1999176.979,203.97799999999998,4026.89,143.0,32.2661,1.516
8161,6384.48,2286.31,0.3581,69.8682,868021.6331,98.07,3225.56,60.0,38.6925,1.8219999999999998
8162,10508.6,2829.81,0.26928,114.99700000000001,1399565.6090000002,178.987,3912.38,93.0,33.563,9.327
8163,8401.31,2234.12,0.26592,82.6024,1185184.239,119.281,4138.87,42.0,35.3393,2.613
8164,5925.69,1760.06,0.29702,56.1626,837425.8957,75.461,2519.3,63.0,41.4588,4.441
8165,3874.68,1188.35,0.30669,32.9223,525588.6865,51.4976,1367.45,32.0,44.4447,10.857999999999999
8166,10535.7,3233.59,0.30691,98.9387,1465647.115,158.113,4542.66,66.0,31.8356,12.78
8167,7922.13,2546.49,0.32144,72.5018,1062076.387,117.896,3612.0,55.0,36.8493,9.969
8168,6456.81,2981.47,0.46175,57.6976,902953.5527,94.7869,2739.25,46.0,40.7977,12.993
8169,12285.3,4820.42,0.39237,96.9148,1657503.219,189.865,4550.57,127.0,30.5536,9.708
8170,8131.87,2452.54,0.30159,86.6092,1152667.485,122.459,3561.87,86.0,36.8296,2.11
8171,4077.66,1329.88,0.32613000000000003,34.4987,574980.0915,53.6133,1140.42,38.0,42.7544,2.548
8172,11870.4,2969.52,0.25016,126.335,1614813.726,153.811,3957.22,228.0,32.516,1.9269999999999998
8173,4602.56,1381.35,0.30012,45.8228,653176.5772,62.4846,1970.97,28.0,44.0339,2.198
8174,4458.01,760.28,0.17054,45.2729,604347.4122,64.6459,2557.66,12.0,43.1534,2.287
8175,7853.17,1998.16,0.25443000000000005,84.6336,1057373.758,122.89399999999999,3565.28,36.0,36.1268,1.6159999999999999
8176,8440.68,2475.63,0.29329,72.3716,1195635.196,99.5009,3298.4,27.0,36.6055,14.103
8177,8361.68,2166.17,0.25905,83.8265,1193030.5259999998,113.67399999999999,4032.57,85.0,35.047,1.671
8178,7951.66,1799.5,0.2263,95.7084,1083650.768,121.53299999999999,3372.18,12.0,37.3182,1.232
8179,8603.41,2834.14,0.32942,71.3726,1245231.451,109.67,3373.09,72.0,34.8544,16.158
8180,9637.42,3280.82,0.34042,88.023,1367617.0569999998,136.525,3744.9,44.0,36.3971,11.07
8181,9758.22,3665.93,0.37567,102.385,1362593.677,137.361,3599.28,159.0,34.9844,18.467
8182,7967.89,2809.48,0.3526,65.7391,1122913.604,107.406,4081.38,68.0,37.9783,3.543
